pokemon_id,name,is_legendary,is_mythical,evolves_from_id,evolution_chain_url,growth_rate,created_at,gacha_tier
23,ekans,false,false,,https://pokeapi.co/api/v2/evolution-chain/9/,medium,2026-03-07 21:41:43.149683+00,3
24,arbok,false,false,23,https://pokeapi.co/api/v2/evolution-chain/9/,medium,2026-03-07 21:41:48.673407+00,3
25,pikachu,false,false,172,https://pokeapi.co/api/v2/evolution-chain/10/,medium,2026-03-06 13:24:04.551727+00,3
26,raichu,false,false,25,https://pokeapi.co/api/v2/evolution-chain/10/,medium,2026-03-06 13:24:09.972224+00,3
27,sandshrew,false,false,,https://pokeapi.co/api/v2/evolution-chain/11/,medium,2026-03-07 21:42:12.776001+00,3
28,sandslash,false,false,27,https://pokeapi.co/api/v2/evolution-chain/11/,medium,2026-03-07 21:42:18.338804+00,3
29,nidoran-f,false,false,,https://pokeapi.co/api/v2/evolution-chain/12/,medium-slow,2026-03-07 21:42:23.749965+00,3
30,nidorina,false,false,29,https://pokeapi.co/api/v2/evolution-chain/12/,medium-slow,2026-03-07 21:42:28.48257+00,3
31,nidoqueen,false,false,30,https://pokeapi.co/api/v2/evolution-chain/12/,medium-slow,2026-03-07 21:42:34.460658+00,3
32,nidoran-m,false,false,,https://pokeapi.co/api/v2/evolution-chain/13/,medium-slow,2026-03-07 21:42:39.183347+00,3
33,nidorino,false,false,32,https://pokeapi.co/api/v2/evolution-chain/13/,medium-slow,2026-03-07 21:42:43.630297+00,3
34,nidoking,false,false,33,https://pokeapi.co/api/v2/evolution-chain/13/,medium-slow,2026-03-07 21:42:49.330107+00,3
35,clefairy,false,false,173,https://pokeapi.co/api/v2/evolution-chain/14/,fast,2026-03-07 21:42:56.988279+00,3
36,clefable,false,false,35,https://pokeapi.co/api/v2/evolution-chain/14/,fast,2026-03-07 21:43:03.48988+00,3
37,vulpix,false,false,,https://pokeapi.co/api/v2/evolution-chain/15/,medium,2026-03-07 21:43:10.57655+00,3
38,ninetales,false,false,37,https://pokeapi.co/api/v2/evolution-chain/15/,medium,2026-03-07 21:43:16.292795+00,3
39,jigglypuff,false,false,174,https://pokeapi.co/api/v2/evolution-chain/16/,fast,2026-03-07 21:43:22.654442+00,3
40,wigglytuff,false,false,39,https://pokeapi.co/api/v2/evolution-chain/16/,fast,2026-03-07 21:43:28.249472+00,3
41,zubat,false,false,,https://pokeapi.co/api/v2/evolution-chain/17/,medium,2026-03-07 21:43:34.845235+00,3
42,golbat,false,false,41,https://pokeapi.co/api/v2/evolution-chain/17/,medium,2026-03-07 21:43:40.293546+00,3
43,oddish,false,false,,https://pokeapi.co/api/v2/evolution-chain/18/,medium-slow,2026-03-07 21:43:46.071143+00,3
44,gloom,false,false,43,https://pokeapi.co/api/v2/evolution-chain/18/,medium-slow,2026-03-07 21:43:51.327832+00,3
45,vileplume,false,false,44,https://pokeapi.co/api/v2/evolution-chain/18/,medium-slow,2026-03-07 21:43:56.234383+00,3
46,paras,false,false,,https://pokeapi.co/api/v2/evolution-chain/19/,medium,2026-03-07 21:44:01.411548+00,3
47,parasect,false,false,46,https://pokeapi.co/api/v2/evolution-chain/19/,medium,2026-03-07 21:44:06.776264+00,3
48,venonat,false,false,,https://pokeapi.co/api/v2/evolution-chain/20/,medium,2026-03-07 21:44:12.076259+00,3
49,venomoth,false,false,48,https://pokeapi.co/api/v2/evolution-chain/20/,medium,2026-03-07 21:44:17.530295+00,3
50,diglett,false,false,,https://pokeapi.co/api/v2/evolution-chain/21/,medium,2026-03-07 21:44:22.454847+00,3
51,dugtrio,false,false,50,https://pokeapi.co/api/v2/evolution-chain/21/,medium,2026-03-07 21:44:27.996637+00,3
52,meowth,false,false,,https://pokeapi.co/api/v2/evolution-chain/22/,medium,2026-03-06 13:24:15.39178+00,3
53,persian,false,false,52,https://pokeapi.co/api/v2/evolution-chain/22/,medium,2026-03-06 13:24:20.532107+00,3
54,psyduck,false,false,,https://pokeapi.co/api/v2/evolution-chain/23/,medium,2026-03-06 13:24:26.36684+00,3
55,golduck,false,false,54,https://pokeapi.co/api/v2/evolution-chain/23/,medium,2026-03-06 13:24:31.457631+00,3
56,mankey,false,false,,https://pokeapi.co/api/v2/evolution-chain/24/,medium,2026-03-07 21:44:56.528961+00,3
57,primeape,false,false,56,https://pokeapi.co/api/v2/evolution-chain/24/,medium,2026-03-07 21:45:01.986857+00,3
58,growlithe,false,false,,https://pokeapi.co/api/v2/evolution-chain/25/,slow,2026-03-06 13:24:37.460363+00,3
59,arcanine,false,false,58,https://pokeapi.co/api/v2/evolution-chain/25/,slow,2026-03-06 13:24:42.980828+00,3
60,poliwag,false,false,,https://pokeapi.co/api/v2/evolution-chain/26/,medium-slow,2026-03-06 13:24:48.387084+00,3
61,poliwhirl,false,false,60,https://pokeapi.co/api/v2/evolution-chain/26/,medium-slow,2026-03-06 13:24:53.10237+00,3
62,poliwrath,false,false,61,https://pokeapi.co/api/v2/evolution-chain/26/,medium-slow,2026-03-06 13:24:58.873213+00,3
63,abra,false,false,,https://pokeapi.co/api/v2/evolution-chain/27/,medium-slow,2026-03-06 13:25:00.084879+00,3
64,kadabra,false,false,63,https://pokeapi.co/api/v2/evolution-chain/27/,medium-slow,2026-03-06 13:25:09.639881+00,3
65,alakazam,false,false,64,https://pokeapi.co/api/v2/evolution-chain/27/,medium-slow,2026-03-06 13:25:15.286485+00,3
66,machop,false,false,,https://pokeapi.co/api/v2/evolution-chain/28/,medium-slow,2026-03-06 13:25:21.487687+00,3
67,machoke,false,false,66,https://pokeapi.co/api/v2/evolution-chain/28/,medium-slow,2026-03-06 13:25:26.533472+00,3
68,machamp,false,false,67,https://pokeapi.co/api/v2/evolution-chain/28/,medium-slow,2026-03-06 13:25:31.6015+00,3
69,bellsprout,false,false,,https://pokeapi.co/api/v2/evolution-chain/29/,medium-slow,2026-03-07 21:46:04.155429+00,3
70,weepinbell,false,false,69,https://pokeapi.co/api/v2/evolution-chain/29/,medium-slow,2026-03-07 21:46:08.231793+00,3
71,victreebel,false,false,70,https://pokeapi.co/api/v2/evolution-chain/29/,medium-slow,2026-03-07 21:46:13.881647+00,3
72,tentacool,false,false,,https://pokeapi.co/api/v2/evolution-chain/30/,slow,2026-03-07 21:46:19.735177+00,3
73,tentacruel,false,false,72,https://pokeapi.co/api/v2/evolution-chain/30/,slow,2026-03-07 21:46:24.981968+00,3
74,geodude,false,false,,https://pokeapi.co/api/v2/evolution-chain/31/,medium-slow,2026-03-06 13:25:38.135382+00,3
75,graveler,false,false,74,https://pokeapi.co/api/v2/evolution-chain/31/,medium-slow,2026-03-06 13:25:43.108758+00,3
76,golem,false,false,75,https://pokeapi.co/api/v2/evolution-chain/31/,medium-slow,2026-03-06 13:25:48.373247+00,3
77,ponyta,false,false,,https://pokeapi.co/api/v2/evolution-chain/32/,medium,2026-03-07 21:46:47.562901+00,3
78,rapidash,false,false,77,https://pokeapi.co/api/v2/evolution-chain/32/,medium,2026-03-07 21:46:52.894611+00,3
79,slowpoke,false,false,,https://pokeapi.co/api/v2/evolution-chain/33/,medium,2026-03-06 13:25:53.532907+00,3
80,slowbro,false,false,79,https://pokeapi.co/api/v2/evolution-chain/33/,medium,2026-03-06 13:25:58.652341+00,3
81,magnemite,false,false,,https://pokeapi.co/api/v2/evolution-chain/34/,medium,2026-03-06 13:26:04.625636+00,3
82,magneton,false,false,81,https://pokeapi.co/api/v2/evolution-chain/34/,medium,2026-03-06 13:26:12.672461+00,3
83,farfetchd,false,false,,https://pokeapi.co/api/v2/evolution-chain/35/,medium,2026-03-07 21:47:21.435898+00,3
84,doduo,false,false,,https://pokeapi.co/api/v2/evolution-chain/36/,medium,2026-03-07 21:47:27.300543+00,3
85,dodrio,false,false,84,https://pokeapi.co/api/v2/evolution-chain/36/,medium,2026-03-07 21:47:32.659277+00,3
86,seel,false,false,,https://pokeapi.co/api/v2/evolution-chain/37/,medium,2026-03-07 21:47:39.557496+00,3
87,dewgong,false,false,86,https://pokeapi.co/api/v2/evolution-chain/37/,medium,2026-03-07 21:47:45.009109+00,3
88,grimer,false,false,,https://pokeapi.co/api/v2/evolution-chain/38/,medium,2026-03-07 21:47:51.194632+00,3
89,muk,false,false,88,https://pokeapi.co/api/v2/evolution-chain/38/,medium,2026-03-07 21:47:56.657424+00,3
90,shellder,false,false,,https://pokeapi.co/api/v2/evolution-chain/39/,slow,2026-03-07 21:48:02.097159+00,3
91,cloyster,false,false,90,https://pokeapi.co/api/v2/evolution-chain/39/,slow,2026-03-07 21:48:07.950627+00,3
92,gastly,false,false,,https://pokeapi.co/api/v2/evolution-chain/40/,medium-slow,2026-03-06 13:26:19.355414+00,3
93,haunter,false,false,92,https://pokeapi.co/api/v2/evolution-chain/40/,medium-slow,2026-03-06 13:26:24.469599+00,3
94,gengar,false,false,93,https://pokeapi.co/api/v2/evolution-chain/40/,medium-slow,2026-03-06 13:26:29.55069+00,3
95,onix,false,false,,https://pokeapi.co/api/v2/evolution-chain/41/,medium,2026-03-07 21:48:29.913979+00,3
96,drowzee,false,false,,https://pokeapi.co/api/v2/evolution-chain/42/,medium,2026-03-07 21:48:35.883953+00,3
97,hypno,false,false,96,https://pokeapi.co/api/v2/evolution-chain/42/,medium,2026-03-07 21:48:41.357102+00,3
98,krabby,false,false,,https://pokeapi.co/api/v2/evolution-chain/43/,medium,2026-03-07 21:48:47.41302+00,3
99,kingler,false,false,98,https://pokeapi.co/api/v2/evolution-chain/43/,medium,2026-03-07 21:48:52.813846+00,3
100,voltorb,false,false,,https://pokeapi.co/api/v2/evolution-chain/44/,medium,2026-03-07 21:48:58.769092+00,3
101,electrode,false,false,100,https://pokeapi.co/api/v2/evolution-chain/44/,medium,2026-03-07 21:49:04.268683+00,3
102,exeggcute,false,false,,https://pokeapi.co/api/v2/evolution-chain/45/,slow,2026-03-07 21:49:10.055253+00,3
103,exeggutor,false,false,102,https://pokeapi.co/api/v2/evolution-chain/45/,slow,2026-03-07 21:49:16.316185+00,3
104,cubone,false,false,,https://pokeapi.co/api/v2/evolution-chain/46/,medium,2026-03-06 13:26:34.679+00,3
105,marowak,false,false,104,https://pokeapi.co/api/v2/evolution-chain/46/,medium,2026-03-06 13:26:39.461048+00,3
106,hitmonlee,false,false,236,https://pokeapi.co/api/v2/evolution-chain/47/,medium,2026-03-06 13:26:45.348706+00,3
107,hitmonchan,false,false,236,https://pokeapi.co/api/v2/evolution-chain/47/,medium,2026-03-06 13:26:51.436299+00,3
108,lickitung,false,false,,https://pokeapi.co/api/v2/evolution-chain/48/,medium,2026-03-06 13:26:57.121261+00,3
109,koffing,false,false,,https://pokeapi.co/api/v2/evolution-chain/49/,medium,2026-03-06 13:27:01.74684+00,3
110,weezing,false,false,109,https://pokeapi.co/api/v2/evolution-chain/49/,medium,2026-03-06 13:27:06.776105+00,3
111,rhyhorn,false,false,,https://pokeapi.co/api/v2/evolution-chain/50/,slow,2026-03-06 13:27:12.205698+00,3
112,rhydon,false,false,111,https://pokeapi.co/api/v2/evolution-chain/50/,slow,2026-03-06 13:27:20.345893+00,3
113,chansey,false,false,440,https://pokeapi.co/api/v2/evolution-chain/51/,fast,2026-03-06 13:27:26.16854+00,3
114,tangela,false,false,,https://pokeapi.co/api/v2/evolution-chain/52/,medium,2026-03-06 13:27:32.0161+00,3
115,kangaskhan,false,false,,https://pokeapi.co/api/v2/evolution-chain/53/,medium,2026-03-06 13:27:40.277166+00,3
116,horsea,false,false,,https://pokeapi.co/api/v2/evolution-chain/54/,medium,2026-03-06 13:27:45.310276+00,3
117,seadra,false,false,116,https://pokeapi.co/api/v2/evolution-chain/54/,medium,2026-03-06 13:27:50.13618+00,3
118,goldeen,false,false,,https://pokeapi.co/api/v2/evolution-chain/55/,medium,2026-03-06 13:27:54.517148+00,3
119,seaking,false,false,118,https://pokeapi.co/api/v2/evolution-chain/55/,medium,2026-03-06 13:27:59.368946+00,3
120,staryu,false,false,,https://pokeapi.co/api/v2/evolution-chain/56/,slow,2026-03-06 13:28:04.981246+00,3
121,starmie,false,false,120,https://pokeapi.co/api/v2/evolution-chain/56/,slow,2026-03-06 13:28:10.00078+00,3
122,mr-mime,false,false,439,https://pokeapi.co/api/v2/evolution-chain/57/,medium,2026-03-06 13:28:15.659401+00,3
123,scyther,false,false,,https://pokeapi.co/api/v2/evolution-chain/58/,medium,2026-03-06 13:28:24.405236+00,3
124,jynx,false,false,238,https://pokeapi.co/api/v2/evolution-chain/59/,medium,2026-03-06 13:28:30.175422+00,3
125,electabuzz,false,false,239,https://pokeapi.co/api/v2/evolution-chain/60/,medium,2026-03-06 13:28:34.889166+00,3
126,magmar,false,false,240,https://pokeapi.co/api/v2/evolution-chain/61/,medium,2026-03-06 13:28:40.324434+00,3
127,pinsir,false,false,,https://pokeapi.co/api/v2/evolution-chain/62/,slow,2026-03-06 13:28:45.474171+00,3
128,tauros,false,false,,https://pokeapi.co/api/v2/evolution-chain/63/,slow,2026-03-06 13:28:50.66798+00,3
129,magikarp,false,false,,https://pokeapi.co/api/v2/evolution-chain/64/,slow,2026-03-06 13:28:52.206595+00,3
130,gyarados,false,false,129,https://pokeapi.co/api/v2/evolution-chain/64/,slow,2026-03-06 13:28:57.811986+00,3
131,lapras,false,false,,https://pokeapi.co/api/v2/evolution-chain/65/,slow,2026-03-06 13:29:03.320492+00,4
132,ditto,false,false,,https://pokeapi.co/api/v2/evolution-chain/66/,medium,2026-03-06 13:29:04.470423+00,3
133,eevee,false,false,,https://pokeapi.co/api/v2/evolution-chain/67/,medium,2026-03-06 13:29:12.730738+00,3
134,vaporeon,false,false,133,https://pokeapi.co/api/v2/evolution-chain/67/,medium,2026-03-06 13:29:18.025369+00,3
135,jolteon,false,false,133,https://pokeapi.co/api/v2/evolution-chain/67/,medium,2026-03-06 13:29:23.259319+00,3
136,flareon,false,false,133,https://pokeapi.co/api/v2/evolution-chain/67/,medium,2026-03-06 13:29:28.399622+00,3
137,porygon,false,false,,https://pokeapi.co/api/v2/evolution-chain/68/,medium,2026-03-06 13:29:34.222563+00,3
138,omanyte,false,false,,https://pokeapi.co/api/v2/evolution-chain/69/,medium,2026-03-06 13:29:39.312392+00,3
139,omastar,false,false,138,https://pokeapi.co/api/v2/evolution-chain/69/,medium,2026-03-06 13:29:44.409109+00,3
140,kabuto,false,false,,https://pokeapi.co/api/v2/evolution-chain/70/,medium,2026-03-06 13:29:49.821946+00,3
141,kabutops,false,false,140,https://pokeapi.co/api/v2/evolution-chain/70/,medium,2026-03-06 13:29:55.029293+00,3
142,aerodactyl,false,false,,https://pokeapi.co/api/v2/evolution-chain/71/,slow,2026-03-06 13:30:00.958011+00,4
143,snorlax,false,false,446,https://pokeapi.co/api/v2/evolution-chain/72/,slow,2026-03-06 13:30:06.766264+00,4
144,articuno,true,false,,https://pokeapi.co/api/v2/evolution-chain/73/,slow,2026-03-06 13:30:15.994922+00,3
145,zapdos,true,false,,https://pokeapi.co/api/v2/evolution-chain/74/,slow,2026-03-06 13:30:21.16654+00,3
146,moltres,true,false,,https://pokeapi.co/api/v2/evolution-chain/75/,slow,2026-03-06 13:30:26.738651+00,3
147,dratini,false,false,,https://pokeapi.co/api/v2/evolution-chain/76/,slow,2026-03-07 21:53:06.465124+00,4
148,dragonair,false,false,147,https://pokeapi.co/api/v2/evolution-chain/76/,slow,2026-03-07 21:53:10.716002+00,3
149,dragonite,false,false,148,https://pokeapi.co/api/v2/evolution-chain/76/,slow,2026-03-07 21:53:16.105907+00,3
150,mewtwo,true,false,,https://pokeapi.co/api/v2/evolution-chain/77/,slow,2026-03-06 13:30:32.274522+00,6
151,mew,false,true,,https://pokeapi.co/api/v2/evolution-chain/78/,medium-slow,2026-03-06 13:30:37.381424+00,5
152,chikorita,false,false,,https://pokeapi.co/api/v2/evolution-chain/79/,medium-slow,2026-03-06 13:30:42.149777+00,4
153,bayleef,false,false,152,https://pokeapi.co/api/v2/evolution-chain/79/,medium-slow,2026-03-06 13:30:46.639673+00,3
154,meganium,false,false,153,https://pokeapi.co/api/v2/evolution-chain/79/,medium-slow,2026-03-06 13:30:51.4258+00,3
155,cyndaquil,false,false,,https://pokeapi.co/api/v2/evolution-chain/80/,medium-slow,2026-03-06 13:30:56.106449+00,4
156,quilava,false,false,155,https://pokeapi.co/api/v2/evolution-chain/80/,medium-slow,2026-03-06 13:31:01.105308+00,3
157,typhlosion,false,false,156,https://pokeapi.co/api/v2/evolution-chain/80/,medium-slow,2026-03-06 13:31:05.758472+00,3
158,totodile,false,false,,https://pokeapi.co/api/v2/evolution-chain/81/,medium-slow,2026-03-06 13:31:10.45903+00,4
159,croconaw,false,false,158,https://pokeapi.co/api/v2/evolution-chain/81/,medium-slow,2026-03-06 13:31:15.07171+00,3
160,feraligatr,false,false,159,https://pokeapi.co/api/v2/evolution-chain/81/,medium-slow,2026-03-06 13:31:23.343631+00,3
161,sentret,false,false,,https://pokeapi.co/api/v2/evolution-chain/82/,medium,2026-03-06 13:31:28.062126+00,3
162,furret,false,false,161,https://pokeapi.co/api/v2/evolution-chain/82/,medium,2026-03-06 13:31:33.537016+00,3
163,hoothoot,false,false,,https://pokeapi.co/api/v2/evolution-chain/83/,medium,2026-03-06 13:31:39.028354+00,3
164,noctowl,false,false,163,https://pokeapi.co/api/v2/evolution-chain/83/,medium,2026-03-06 13:31:44.05408+00,3
165,ledyba,false,false,,https://pokeapi.co/api/v2/evolution-chain/84/,fast,2026-03-06 13:31:48.594114+00,3
166,ledian,false,false,165,https://pokeapi.co/api/v2/evolution-chain/84/,fast,2026-03-06 13:31:52.986783+00,3
167,spinarak,false,false,,https://pokeapi.co/api/v2/evolution-chain/85/,fast,2026-03-06 13:31:58.936775+00,3
168,ariados,false,false,167,https://pokeapi.co/api/v2/evolution-chain/85/,fast,2026-03-06 13:32:07.257876+00,3
169,crobat,false,false,42,https://pokeapi.co/api/v2/evolution-chain/17/,medium,2026-03-07 21:54:56.610565+00,3
170,chinchou,false,false,,https://pokeapi.co/api/v2/evolution-chain/86/,slow,2026-03-07 21:55:01.578171+00,3
171,lanturn,false,false,170,https://pokeapi.co/api/v2/evolution-chain/86/,slow,2026-03-07 21:55:06.975286+00,3
172,pichu,false,false,,https://pokeapi.co/api/v2/evolution-chain/10/,medium,2026-03-06 13:32:11.073188+00,3
173,cleffa,false,false,,https://pokeapi.co/api/v2/evolution-chain/14/,fast,2026-03-06 13:32:15.773502+00,3
174,igglybuff,false,false,,https://pokeapi.co/api/v2/evolution-chain/16/,fast,2026-03-06 13:32:18.255978+00,3
175,togepi,false,false,,https://pokeapi.co/api/v2/evolution-chain/87/,fast,2026-03-06 13:32:26.507721+00,3
176,togetic,false,false,175,https://pokeapi.co/api/v2/evolution-chain/87/,fast,2026-03-06 13:32:31.632014+00,3
177,natu,false,false,,https://pokeapi.co/api/v2/evolution-chain/88/,medium,2026-03-07 21:55:33.077348+00,3
178,xatu,false,false,177,https://pokeapi.co/api/v2/evolution-chain/88/,medium,2026-03-07 21:55:37.955495+00,3
179,mareep,false,false,,https://pokeapi.co/api/v2/evolution-chain/89/,medium-slow,2026-03-06 13:32:36.638428+00,3
180,flaaffy,false,false,179,https://pokeapi.co/api/v2/evolution-chain/89/,medium-slow,2026-03-06 13:32:40.980695+00,3
181,ampharos,false,false,180,https://pokeapi.co/api/v2/evolution-chain/89/,medium-slow,2026-03-06 13:32:46.131448+00,3
182,bellossom,false,false,44,https://pokeapi.co/api/v2/evolution-chain/18/,medium-slow,2026-03-07 21:55:57.959744+00,3
183,marill,false,false,298,https://pokeapi.co/api/v2/evolution-chain/90/,fast,2026-03-06 13:32:51.242354+00,3
184,azumarill,false,false,183,https://pokeapi.co/api/v2/evolution-chain/90/,fast,2026-03-06 13:32:56.354927+00,3
185,sudowoodo,false,false,438,https://pokeapi.co/api/v2/evolution-chain/91/,medium,2026-03-06 13:33:01.711308+00,3
186,politoed,false,false,61,https://pokeapi.co/api/v2/evolution-chain/26/,medium-slow,2026-03-06 13:33:05.918112+00,3
187,hoppip,false,false,,https://pokeapi.co/api/v2/evolution-chain/92/,medium-slow,2026-03-06 13:33:11.473685+00,3
188,skiploom,false,false,187,https://pokeapi.co/api/v2/evolution-chain/92/,medium-slow,2026-03-06 13:33:16.582312+00,3
189,jumpluff,false,false,188,https://pokeapi.co/api/v2/evolution-chain/92/,medium-slow,2026-03-06 13:33:21.792041+00,3
190,aipom,false,false,,https://pokeapi.co/api/v2/evolution-chain/93/,fast,2026-03-06 13:33:29.558686+00,3
191,sunkern,false,false,,https://pokeapi.co/api/v2/evolution-chain/94/,medium-slow,2026-03-06 13:33:34.12518+00,3
192,sunflora,false,false,191,https://pokeapi.co/api/v2/evolution-chain/94/,medium-slow,2026-03-06 13:33:39.297708+00,3
193,yanma,false,false,,https://pokeapi.co/api/v2/evolution-chain/95/,medium,2026-03-06 13:33:44.648344+00,3
194,wooper,false,false,,https://pokeapi.co/api/v2/evolution-chain/96/,medium,2026-03-06 13:33:48.634528+00,3
195,quagsire,false,false,194,https://pokeapi.co/api/v2/evolution-chain/96/,medium,2026-03-06 13:33:52.498308+00,3
196,espeon,false,false,133,https://pokeapi.co/api/v2/evolution-chain/67/,medium,2026-03-06 13:33:57.638215+00,3
197,umbreon,false,false,133,https://pokeapi.co/api/v2/evolution-chain/67/,medium,2026-03-06 13:34:02.811491+00,3
198,murkrow,false,false,,https://pokeapi.co/api/v2/evolution-chain/97/,medium-slow,2026-03-06 13:34:11.264316+00,3
199,slowking,false,false,79,https://pokeapi.co/api/v2/evolution-chain/33/,medium,2026-03-06 13:34:16.331623+00,3
200,misdreavus,false,false,,https://pokeapi.co/api/v2/evolution-chain/98/,fast,2026-03-06 13:34:21.222631+00,3
201,unown,false,false,,https://pokeapi.co/api/v2/evolution-chain/99/,medium,2026-03-06 13:34:22.414314+00,4
202,wobbuffet,false,false,360,https://pokeapi.co/api/v2/evolution-chain/100/,medium,2026-03-06 13:34:24.854465+00,3
203,girafarig,false,false,,https://pokeapi.co/api/v2/evolution-chain/101/,medium,2026-03-06 13:34:29.844829+00,3
204,pineco,false,false,,https://pokeapi.co/api/v2/evolution-chain/102/,medium,2026-03-06 13:34:34.842867+00,3
205,forretress,false,false,204,https://pokeapi.co/api/v2/evolution-chain/102/,medium,2026-03-06 13:34:39.991616+00,3
206,dunsparce,false,false,,https://pokeapi.co/api/v2/evolution-chain/103/,medium,2026-03-06 13:34:45.378581+00,3
207,gligar,false,false,,https://pokeapi.co/api/v2/evolution-chain/104/,medium-slow,2026-03-06 13:34:50.490784+00,3
208,steelix,false,false,95,https://pokeapi.co/api/v2/evolution-chain/41/,medium,2026-03-06 13:34:55.807769+00,3
209,snubbull,false,false,,https://pokeapi.co/api/v2/evolution-chain/105/,fast,2026-03-06 13:35:00.785401+00,3
210,granbull,false,false,209,https://pokeapi.co/api/v2/evolution-chain/105/,fast,2026-03-06 13:35:05.89922+00,3
211,qwilfish,false,false,,https://pokeapi.co/api/v2/evolution-chain/106/,medium,2026-03-06 13:35:14.586792+00,3
212,scizor,false,false,123,https://pokeapi.co/api/v2/evolution-chain/58/,medium,2026-03-06 13:35:19.759039+00,3
213,shuckle,false,false,,https://pokeapi.co/api/v2/evolution-chain/107/,medium-slow,2026-03-06 13:35:25.426179+00,3
214,heracross,false,false,,https://pokeapi.co/api/v2/evolution-chain/108/,slow,2026-03-06 13:35:31.080054+00,3
215,sneasel,false,false,,https://pokeapi.co/api/v2/evolution-chain/109/,medium-slow,2026-03-06 13:35:36.734909+00,3
216,teddiursa,false,false,,https://pokeapi.co/api/v2/evolution-chain/110/,medium,2026-03-06 13:35:42.039875+00,3
217,ursaring,false,false,216,https://pokeapi.co/api/v2/evolution-chain/110/,medium,2026-03-06 13:35:47.645348+00,3
218,slugma,false,false,,https://pokeapi.co/api/v2/evolution-chain/111/,medium,2026-03-06 13:35:52.182262+00,3
219,magcargo,false,false,218,https://pokeapi.co/api/v2/evolution-chain/111/,medium,2026-03-06 13:35:56.674724+00,3
220,swinub,false,false,,https://pokeapi.co/api/v2/evolution-chain/112/,slow,2026-03-06 13:36:02.054662+00,3
221,piloswine,false,false,220,https://pokeapi.co/api/v2/evolution-chain/112/,slow,2026-03-06 13:36:07.369501+00,3
222,corsola,false,false,,https://pokeapi.co/api/v2/evolution-chain/113/,fast,2026-03-07 21:59:14.06904+00,3
223,remoraid,false,false,,https://pokeapi.co/api/v2/evolution-chain/114/,medium,2026-03-07 21:59:18.843464+00,3
224,octillery,false,false,223,https://pokeapi.co/api/v2/evolution-chain/114/,medium,2026-03-07 21:59:24.369522+00,3
225,delibird,false,false,,https://pokeapi.co/api/v2/evolution-chain/115/,fast,2026-03-07 21:59:25.967935+00,3
226,mantine,false,false,458,https://pokeapi.co/api/v2/evolution-chain/116/,slow,2026-03-07 21:59:31.417652+00,3
227,skarmory,false,false,,https://pokeapi.co/api/v2/evolution-chain/117/,slow,2026-03-07 21:59:36.931027+00,3
